order_id,session_id,user_id,order_ts,gross_amount,discount_amount,shipping_amount,net_amount,payment_method,total_items,distinct_products,top_category,category_mix,average_rating,total_cost,margin_proxy,log_net_amount,is_revenue_outlier,net_amount_capped
O0000125,S0001705,U001931,2025-12-24T22:01:04,4138.01,246.68,0.0,3891.33,Card,3,3,Beauty,"{'Beauty': 1, 'Books': 1, 'Electronics': 1}",4.333333333333333,2252.59,1638.7399999999998,8.266763229022894,False,3891.33
O0000126,S0001741,U000520,2026-01-05T17:46:30,9979.39,690.94,0.0,9288.45,UPI,9,4,Beauty,"{'Beauty': 1, 'Books': 1, 'Home': 1, 'Fashion': 1}",4.3,2695.54,6592.910000000001,9.136634626610727,False,9288.45
O0000127,S0001742,U001032,2025-12-06T17:57:22,18268.5,640.02,0.0,17628.48,COD,4,2,Beauty,"{'Beauty': 1, 'Sports': 1}",3.8499999999999996,5498.1900000000005,12130.289999999999,9.777327779778252,False,17628.48
O0000128,S0001745,U000670,2025-11-11T21:48:04,5987.64,547.05,0.0,5440.59,Card,5,2,Beauty,"{'Beauty': 1, 'Books': 1}",3.6,1725.48,3715.11,8.601826576556446,False,5440.59
O0000129,S0001768,U001632,2025-12-04T19:04:00,4399.7,306.11,0.0,4093.59,Card,5,2,Electronics,"{'Electronics': 1, 'Books': 1}",4.25,1154.9099999999999,2938.6800000000003,8.317421869174495,False,4093.59
O0000130,S0001770,U001384,2025-12-19T04:34:28,10612.44,596.14,0.0,10016.3,UPI,8,4,Books,"{'Books': 2, 'Sports': 1, 'Beauty': 1}",3.925,3193.0299999999997,6823.2699999999995,9.212068877249852,False,10016.3
O0000131,S0001795,U000780,2026-01-07T19:11:51,7946.98,458.42,0.0,7488.56,NetBanking,7,4,Electronics,"{'Electronics': 2, 'Home': 1, 'Books': 1}",4.325,2607.3,4881.26,8.921265329792385,False,7488.56
O0000132,S0001799,U002070,2025-10-23T20:29:14,2877.45,226.54,0.0,2650.91,Wallet,3,2,Beauty,"{'Beauty': 1, 'Fashion': 1}",4.4,1296.87,1354.04,7.883035414078308,False,2650.91
O0000133,S0001856,U001399,2025-11-15T07:39:59,23457.6,1402.92,0.0,22054.68,Card,8,4,Beauty,"{'Beauty': 2, 'Home': 1, 'Books': 1}",4.075,6887.71,15166.970000000001,10.001325444074626,True,19970.042499999996
O0000134,S0001871,,2025-11-07T11:54:53,8998.37,902.25,0.0,8096.12,Wallet,5,3,Fashion,"{'Fashion': 1, 'Electronics': 1, 'Sports': 1}",3.9333333333333336,3017.54,5078.58,8.99926372188011,False,8096.12
O0000135,S0001876,U001605,2025-11-30T05:34:23,8146.37,409.51,0.0,7736.86,UPI,3,2,Books,"{'Books': 1, 'Sports': 1}",3.95,3016.08,4720.78,8.953880442566417,False,7736.86
O0000136,S0001878,U002152,2026-01-04T08:58:07,4004.99,185.03,0.0,3819.96,NetBanking,3,3,Books,"{'Books': 1, 'Electronics': 1, 'Fashion': 1}",4.1000000000000005,2142.58,1677.38,8.248256978928353,False,3819.96
O0000137,S0001889,,2025-12-29T03:59:41,2559.52,137.33,0.0,2422.19,UPI,1,1,Books,{'Books': 1},4.9,1562.92,859.27,7.792840132929999,False,2422.19
O0000138,S0001913,U002113,2025-10-30T13:07:45,14753.08,1274.08,0.0,13479.0,UPI,5,3,Fashion,"{'Fashion': 1, 'Sports': 1, 'Electronics': 1}",4.133333333333334,5276.67,8202.33,9.508962384466297,False,13479.0
O0000139,S0001917,U002023,2025-10-21T18:48:03,16571.25,1133.19,0.0,15438.06,UPI,9,4,Electronics,"{'Electronics': 2, 'Sports': 1, 'Fashion': 1}",4.475,3870.8599999999997,11567.2,9.644655940896438,False,15438.06
O0000140,S0001923,U000360,2025-11-03T11:31:11,1665.31,110.16,73.88,1629.03,Card,1,1,Beauty,{'Beauty': 1},3.6,1034.12,594.9100000000001,7.396353698539415,False,1629.03
O0000141,S0001924,U001114,2025-11-20T18:37:47,1647.56,166.15,112.4,1593.81,Wallet,3,2,Electronics,"{'Electronics': 1, 'Home': 1}",3.6,596.31,997.5,7.374509885866272,False,1593.81
O0000142,S0001930,U000336,2025-12-05T01:04:40,8824.22,413.32,0.0,8410.9,Card,4,2,Books,"{'Books': 1, 'Home': 1}",3.15,2126.72,6284.18,9.037402648972567,False,8410.9
O0000143,S0001945,U001382,2025-12-24T07:54:55,3162.4,217.17,0.0,2945.23,NetBanking,4,2,Electronics,"{'Electronics': 1, 'Sports': 1}",3.2,1054.38,1890.85,7.988281665937101,False,2945.23
O0000144,S0001961,U002181,2025-12-11T02:48:12,11159.05,445.24,0.0,10713.81,Card,5,3,Books,"{'Books': 2, 'Sports': 1}",3.9,3561.94,7151.869999999999,9.27938217559927,False,10713.81
O0000145,S0001968,U001349,2025-12-29T22:18:38,8019.11,890.74,0.0,7128.37,Card,4,2,Sports,{'Sports': 2},4.15,1801.18,5327.19,8.871978150458167,False,7128.37
O0000146,S0001977,U002011,2025-12-20T16:52:29,9898.68,500.74,0.0,9397.94,Card,6,2,Home,"{'Home': 1, 'Fashion': 1}",3.95,1889.4,7508.540000000001,9.14835219594209,False,9397.94
O0000147,S0001981,U000642,2025-12-30T08:18:32,4663.41,306.55,0.0,4356.86,NetBanking,4,3,Sports,"{'Sports': 1, 'Beauty': 1, 'Electronics': 1}",3.5666666666666664,2470.36,1886.4999999999995,8.37973639016065,False,4356.86
O0000148,S0001987,U000235,2025-11-23T05:42:22,15079.67,1015.81,0.0,14063.86,NetBanking,6,3,Electronics,"{'Electronics': 1, 'Beauty': 1, 'Home': 1}",4.1,4094.93,9968.93,9.551434767088425,False,14063.86
O0000149,S0002001,U000692,2025-11-14T02:49:19,2982.36,170.61,0.0,2811.75,NetBanking,4,2,Beauty,"{'Beauty': 1, 'Sports': 1}",4.4,840.82,1970.9299999999998,7.941917931451181,False,2811.75
O0000150,S0002018,,2025-12-15T17:09:04,13561.98,967.19,0.0,12594.79,Wallet,6,2,Beauty,"{'Beauty': 1, 'Electronics': 1}",4.4,2717.25,9877.54,9.441117910122584,False,12594.79
O0000151,S0002032,U000727,2025-10-25T16:06:22,6077.34,413.84,0.0,5663.5,Card,3,3,Sports,"{'Sports': 1, 'Books': 1, 'Beauty': 1}",3.8666666666666667,3462.15,2201.35,8.641973908313544,False,5663.5
O0000152,S0002035,U000347,2025-12-22T18:25:53,19355.87,663.41,0.0,18692.46,COD,8,3,Books,"{'Books': 2, 'Home': 1}",4.166666666666667,3720.1,14972.359999999999,9.835929009051641,False,18692.46
O0000153,S0002037,,2025-11-06T17:34:47,2559.52,96.71,0.0,2462.81,UPI,1,1,Books,{'Books': 1},4.9,1562.92,899.8899999999999,7.809464211290641,False,2462.81
O0000154,S0002043,U000652,2026-01-11T04:42:13,15883.22,1497.61,0.0,14385.61,UPI,9,4,Books,"{'Books': 2, 'Home': 1, 'Sports': 1}",3.8,3135.14,11250.470000000001,9.574053191863952,False,14385.61
O0000155,S0002058,U001766,2026-01-06T19:57:45,4372.36,288.37,0.0,4083.99,Card,4,2,Beauty,"{'Beauty': 1, 'Electronics': 1}",4.05,1135.12,2948.87,8.315074559310691,False,4083.99
O0000156,S0002059,U000987,2025-10-31T17:50:31,10468.58,537.0,0.0,9931.58,Wallet,6,4,Beauty,"{'Beauty': 2, 'Home': 1, 'Books': 1}",3.925,4318.68,5612.9,9.203575542023295,False,9931.58
O0000157,S0002065,,2025-11-21T15:11:42,1908.04,217.69,85.38,1775.73,Card,1,1,Home,{'Home': 1},4.1,1414.9,360.8299999999999,7.482529875135981,False,1775.73
O0000158,S0002082,,2025-11-10T19:44:45,3933.41,166.34,0.0,3767.07,Card,3,2,Home,{'Home': 2},4.6,1580.2800000000002,2186.79,8.234318213018387,False,3767.07
O0000159,S0002087,U002113,2026-01-14T19:42:04,8095.14,663.71,0.0,7431.43,Card,7,4,Home,"{'Home': 2, 'Beauty': 1, 'Sports': 1}",3.85,2941.3,4490.13,8.913608136731703,False,7431.43
O0000160,S0002089,U001728,2025-12-08T03:37:54,12354.15,555.25,0.0,11798.9,Wallet,5,2,Books,"{'Books': 1, 'Fashion': 1}",4.15,2711.5,9087.4,9.375846335841576,False,11798.9
O0000161,S0002113,U001938,2025-12-21T01:33:37,11654.21,790.11,0.0,10864.1,Card,8,4,Sports,"{'Sports': 1, 'Home': 1, 'Books': 1, 'Fashion': 1}",4.15,3493.32,7370.780000000001,9.293311096513799,False,10864.1
O0000162,S0002117,U002167,2026-01-05T07:09:16,786.93,66.2,50.04,770.77,UPI,3,1,Sports,{'Sports': 1},5.0,193.46,577.31,6.648686578174433,False,770.77
O0000163,S0002121,,2026-01-19T06:21:33,14409.59,1339.65,0.0,13069.94,Wallet,8,4,Books,"{'Books': 1, 'Electronics': 1, 'Home': 1, 'Beauty': 1}",3.825,3650.55,9419.39,9.47814672446058,False,13069.94
O0000164,S0002141,U000058,2025-11-30T03:40:46,14589.37,1370.91,0.0,13218.46,UPI,5,2,Fashion,"{'Fashion': 1, 'Books': 1}",4.1,3035.17,10183.289999999999,9.489445265370197,False,13218.46
O0000165,S0002144,,2025-12-07T17:01:19,2864.29,191.96,0.0,2672.33,Wallet,3,2,Sports,"{'Sports': 1, 'Home': 1}",3.35,1098.28,1574.05,7.89108016530888,False,2672.33
O0000166,S0002150,,2025-12-17T14:53:36,2473.17,198.4,0.0,2274.77,NetBanking,2,2,Books,"{'Books': 1, 'Electronics': 1}",4.3,1572.35,702.4200000000001,7.730073735658327,False,2274.77
O0000167,S0002160,U001127,2025-11-23T12:59:48,9449.09,581.09,0.0,8868.0,Card,4,2,Books,{'Books': 2},4.199999999999999,2200.44,6667.5599999999995,9.090317329376452,False,8868.0
O0000168,S0002167,,2025-12-08T08:06:04,3857.37,284.99,0.0,3572.38,UPI,4,2,Beauty,"{'Beauty': 1, 'Electronics': 1}",4.6,1518.51,2053.87,8.1812672055729,False,3572.38
O0000169,S0002180,,2025-12-22T09:58:12,1060.04,110.09,86.66,1036.61,UPI,2,1,Home,{'Home': 1},3.6,246.25,790.3599999999999,6.944675270581081,False,1036.61
O0000170,S0002186,U000768,2025-10-25T19:35:25,6792.32,511.27,0.0,6281.05,UPI,3,2,Sports,"{'Sports': 1, 'Electronics': 1}",4.55,2382.15,3898.9,8.745451639315565,False,6281.05
O0000171,S0002187,U001893,2025-12-16T06:21:15,8784.05,590.79,0.0,8193.26,Wallet,7,4,Electronics,"{'Electronics': 2, 'Books': 1, 'Fashion': 1}",4.4,4003.84,4189.42,9.011189188137951,False,8193.26
O0000172,S0002189,U001820,2026-01-04T05:53:32,4163.77,374.58,0.0,3789.19,COD,4,3,Books,"{'Books': 1, 'Home': 1, 'Beauty': 1}",3.6666666666666665,1487.96,2301.23,8.24017142874603,False,3789.19
O0000173,S0002191,,2026-01-14T21:19:54,10197.84,416.26,0.0,9781.58,NetBanking,8,4,Sports,"{'Sports': 1, 'Electronics': 1, 'Beauty': 1, 'Home': 1}",4.05,3430.14,6351.4400000000005,9.188358531919771,False,9781.58
O0000174,S0002216,U001192,2025-11-26T21:36:38,8094.25,671.84,0.0,7422.41,UPI,4,3,Electronics,"{'Electronics': 2, 'Books': 1}",4.2,4053.77,3368.64,8.912393799325212,False,7422.41
O0000175,S0002234,U001055,2025-11-25T17:56:37,2752.47,237.55,0.0,2514.92,UPI,1,1,Beauty,{'Beauty': 1},3.5,1920.18,594.74,7.830393820812427,False,2514.92
O0000176,S0002240,U001388,2025-11-03T00:57:22,13949.42,784.15,0.0,13165.27,UPI,6,3,Books,"{'Books': 1, 'Electronics': 1, 'Beauty': 1}",3.966666666666667,3879.74,9285.53,9.48541353518501,False,13165.27
O0000177,S0002247,U001304,2025-12-25T13:00:52,4838.1,392.8,0.0,4445.3,Wallet,3,1,Fashion,{'Fashion': 1},4.1,836.82,3608.48,8.399827568630979,False,4445.3
O0000178,S0002264,U000635,2025-12-28T12:21:01,15809.35,810.99,0.0,14998.36,Wallet,10,4,Sports,"{'Sports': 2, 'Books': 1, 'Home': 1}",3.9,4311.88,10686.48,9.615762812507432,False,14998.36
O0000179,S0002267,U000347,2025-11-09T03:24:22,1609.26,92.81,118.96,1635.41,Card,2,1,Sports,{'Sports': 1},3.5,502.35,1133.06,7.400260097011883,False,1635.41
O0000180,S0002274,U001909,2025-12-25T07:13:01,10488.16,696.23,0.0,9791.93,Card,9,4,Sports,"{'Sports': 2, 'Electronics': 1, 'Home': 1}",3.95,2418.58,7373.35,9.189415975732418,False,9791.93
O0000181,S0002278,U002063,2025-12-30T04:02:03,17193.46,1758.89,0.0,15434.57,Wallet,7,3,Electronics,"{'Electronics': 1, 'Books': 1, 'Home': 1}",4.0,3839.71,11594.86,9.644429865311736,False,15434.57
O0000182,S0002293,,2025-11-17T12:05:38,3113.2,201.22,0.0,2911.98,COD,2,1,Electronics,{'Electronics': 1},3.9,1149.49,1762.49,7.976931891161749,False,2911.98
O0000183,S0002295,,2025-11-07T10:12:03,6511.06,188.16,0.0,6322.9,UPI,5,3,Home,"{'Home': 2, 'Electronics': 1}",4.333333333333333,2560.63,3762.2699999999995,8.752091385427615,False,6322.9
O0000184,S0002298,U002193,2026-01-12T08:17:23,14599.54,1637.54,0.0,12962.0,UPI,10,4,Fashion,"{'Fashion': 1, 'Books': 1, 'Home': 1, 'Sports': 1}",4.05,3783.7799999999997,9178.220000000001,9.469854424600042,False,12962.0
O0000185,S0002299,U000227,2025-11-13T13:26:46,2844.6,226.96,0.0,2617.64,Wallet,3,1,Fashion,{'Fashion': 1},3.9,679.76,1937.8799999999999,7.870410378014953,False,2617.64
O0000186,S0002317,U000187,2025-12-01T14:29:39,13821.37,997.22,0.0,12824.15,Card,5,2,Electronics,"{'Electronics': 1, 'Fashion': 1}",4.55,2862.33,9961.82,9.459163365877007,False,12824.15
O0000187,S0002330,U001651,2025-11-19T11:54:05,11767.31,880.79,0.0,10886.52,Card,7,4,Electronics,"{'Electronics': 2, 'Home': 2}",4.025,3926.9700000000003,6959.55,9.295372458128073,False,10886.52
O0000188,S0002346,U001078,2025-12-25T11:06:26,1991.86,69.21,109.59,2032.24,Card,2,1,Home,{'Home': 1},3.0,623.39,1408.85,7.617385858800437,False,2032.24
O0000189,S0002351,U000268,2025-10-26T05:46:16,13326.66,1241.43,0.0,12085.23,NetBanking,12,4,Books,"{'Books': 2, 'Beauty': 1, 'Home': 1}",4.1,2993.9300000000003,9091.3,9.399822067023402,False,12085.23
O0000190,S0002383,U000417,2026-01-18T23:48:08,3065.32,267.73,0.0,2797.59,Card,4,3,Fashion,"{'Fashion': 1, 'Sports': 1, 'Books': 1}",4.5,1210.51,1587.0800000000002,7.9368709979000505,False,2797.59
O0000191,S0002386,U000215,2025-11-01T19:18:39,11871.9,817.8,0.0,11054.1,Card,5,3,Fashion,"{'Fashion': 1, 'Books': 1, 'Sports': 1}",3.9333333333333336,3702.7400000000002,7351.360000000001,9.310647138931323,False,11054.1
O0000192,S0002388,U000680,2026-01-10T14:53:30,8184.95,594.86,0.0,7590.09,Card,8,4,Electronics,"{'Electronics': 2, 'Fashion': 1, 'Beauty': 1}",4.475,2284.98,5305.110000000001,8.93473047009192,False,7590.09
O0000193,S0002400,U001827,2025-11-16T19:05:10,4078.11,157.24,0.0,3920.87,Card,4,3,Home,"{'Home': 2, 'Fashion': 1}",3.3666666666666667,1896.0900000000001,2024.7799999999997,8.274323859853038,False,3920.87
O0000194,S0002408,U001481,2025-11-03T14:13:36,7206.87,430.76,0.0,6776.11,Card,5,3,Books,"{'Books': 1, 'Beauty': 1, 'Fashion': 1}",4.2,2932.16,3843.95,8.821306036375198,False,6776.11
O0000195,S0002419,U001534,2025-11-29T02:15:29,9206.87,657.32,0.0,8549.55,COD,7,3,Sports,"{'Sports': 1, 'Home': 1, 'Beauty': 1}",4.266666666666667,2719.13,5830.419999999999,9.053750887347261,False,8549.55
O0000196,S0002424,U001192,2025-11-24T19:38:30,28193.77,1419.33,0.0,26774.44,UPI,8,4,Sports,"{'Sports': 2, 'Books': 1, 'Home': 1}",4.0,5674.75,21099.69,10.195240328420889,True,19970.042499999996
O0000197,S0002433,,2026-01-03T03:33:14,6258.07,399.91,0.0,5858.16,Card,5,2,Electronics,"{'Electronics': 1, 'Fashion': 1}",3.95,1198.48,4659.68,8.675761527586326,False,5858.16
O0000198,S0002449,U000661,2025-12-18T05:15:03,17537.7,742.29,0.0,16795.41,Wallet,7,3,Electronics,"{'Electronics': 1, 'Books': 1, 'Sports': 1}",4.433333333333334,4626.3,12169.11,9.728920452080096,False,16795.41
O0000199,S0002453,U002018,2025-10-26T12:56:45,7693.4,928.18,0.0,6765.22,Card,7,4,Electronics,"{'Electronics': 2, 'Fashion': 1, 'Books': 1}",4.25,3099.84,3665.38,8.819697864330806,False,6765.22
O0000200,S0002455,U001533,2025-12-29T22:49:47,10827.87,208.17,0.0,10619.7,NetBanking,10,4,Home,"{'Home': 2, 'Electronics': 1, 'Books': 1}",3.95,2653.0,7966.700000000001,9.270560205994737,False,10619.7
O0000201,S0002469,U000970,2025-12-17T00:16:57,11259.28,1272.71,0.0,9986.57,UPI,6,3,Sports,"{'Sports': 1, 'Fashion': 1, 'Home': 1}",3.966666666666667,2606.32,7380.25,9.20909659881092,False,9986.57
O0000202,S0002476,U002191,2025-11-15T07:58:50,9995.77,355.07,0.0,9640.7,Card,6,4,Sports,"{'Sports': 2, 'Fashion': 1, 'Beauty': 1}",3.975,3957.74,5682.960000000001,9.173852720604732,False,9640.7
O0000203,S0002499,U002160,2025-11-02T17:13:55,4377.71,531.45,0.0,3846.26,NetBanking,5,2,Electronics,"{'Electronics': 1, 'Books': 1}",3.95,891.98,2954.28,8.255116485599794,False,3846.26
O0000204,S0002502,U000742,2025-11-12T20:34:27,7900.99,811.11,0.0,7089.88,Wallet,5,2,Books,"{'Books': 1, 'Fashion': 1}",4.25,2245.3,4844.58,8.86656473030084,False,7089.88
O0000205,S0002522,U002185,2025-12-05T05:10:39,6572.56,144.0,0.0,6428.56,COD,4,3,Beauty,"{'Beauty': 1, 'Home': 1, 'Fashion': 1}",4.333333333333333,2949.2,3479.3600000000006,8.768661385652331,False,6428.56
O0000206,S0002538,U000391,2025-12-05T11:09:40,16396.77,815.49,0.0,15581.28,Card,8,4,Home,"{'Home': 2, 'Books': 1, 'Sports': 1}",3.9749999999999996,4946.95,10634.330000000002,9.653889650181286,False,15581.28
O0000207,S0002544,U000495,2025-12-21T21:54:50,3700.2,306.45,0.0,3393.75,UPI,2,1,Electronics,{'Electronics': 1},3.7,842.35,2551.4,8.129985399578905,False,3393.75
O0000208,S0002559,U000969,2025-11-01T18:56:57,2435.22,265.79,0.0,2169.43,Wallet,3,1,Books,{'Books': 1},4.0,438.84,1730.59,7.682680583586091,False,2169.43
O0000209,S0002561,U000494,2025-10-23T15:58:25,9323.89,559.58,0.0,8764.31,Card,8,4,Books,"{'Books': 2, 'Electronics': 1, 'Fashion': 1}",4.775,2874.25,5890.0599999999995,9.078557164670578,False,8764.31
O0000210,S0002564,,2025-12-23T19:21:01,2083.85,160.49,0.0,1923.36,Wallet,1,1,Electronics,{'Electronics': 1},3.5,1550.51,372.8499999999999,7.562348723909834,False,1923.36
O0000211,S0002572,U001563,2025-12-25T08:54:28,9822.85,503.62,0.0,9319.23,Card,7,4,Books,"{'Books': 2, 'Home': 1, 'Electronics': 1}",3.95,3214.38,6104.849999999999,9.139942585486725,False,9319.23
O0000212,S0002574,U000740,2025-12-06T02:22:14,2002.05,116.44,0.0,1885.61,Card,1,1,Beauty,{'Beauty': 1},4.1,1463.06,422.54999999999995,7.54253684674236,False,1885.61
O0000213,S0002576,U000392,2025-10-25T15:12:32,10590.6,1150.48,0.0,9440.12,UPI,7,4,Home,"{'Home': 2, 'Books': 1, 'Beauty': 1}",3.8000000000000003,3731.83,5708.290000000001,9.152829896169692,False,9440.12
O0000214,S0002594,U000958,2025-12-09T17:12:47,9715.05,603.13,0.0,9111.92,Wallet,6,2,Home,"{'Home': 1, 'Books': 1}",4.45,1871.5,7240.42,9.117448465789757,False,9111.92
O0000215,S0002605,U001068,2025-10-25T01:35:24,11550.98,549.78,0.0,11001.2,UPI,6,3,Books,"{'Books': 2, 'Electronics': 1}",3.9666666666666663,3468.35,7532.85,9.305850531783173,False,11001.2
O0000216,S0002614,U000311,2025-11-19T05:11:16,3524.94,286.02,0.0,3238.92,UPI,3,1,Fashion,{'Fashion': 1},4.2,548.27,2690.65,8.083303917123514,False,3238.92
O0000217,S0002649,U000994,2026-01-14T13:45:51,2292.21,96.19,0.0,2196.02,Card,3,1,Electronics,{'Electronics': 1},4.1,538.54,1657.48,7.694857175665888,False,2196.02
O0000218,S0002654,U001347,2025-11-04T04:53:51,5354.52,401.92,0.0,4952.6,COD,5,3,Fashion,"{'Fashion': 1, 'Beauty': 1, 'Books': 1}",4.266666666666667,2508.3999999999996,2444.2000000000007,8.507869863955353,False,4952.6
O0000219,S0002701,U002187,2025-10-26T08:23:37,13507.21,712.0,0.0,12795.21,UPI,9,4,Sports,"{'Sports': 2, 'Electronics': 1, 'Home': 1}",4.2,3516.45,9278.759999999998,9.456904312313299,False,12795.21
O0000220,S0002707,U001610,2025-12-13T17:23:58,13563.06,908.37,0.0,12654.69,Wallet,6,2,Fashion,{'Fashion': 2},4.35,2841.2,9813.490000000002,9.445862195396446,False,12654.69
O0000221,S0002711,U001593,2025-11-26T02:52:30,13474.32,1282.29,0.0,12192.03,COD,9,3,Electronics,"{'Electronics': 1, 'Fashion': 1, 'Books': 1}",4.033333333333333,2650.65,9541.380000000001,9.408619755985352,False,12192.03
O0000222,S0002731,U000252,2025-10-22T10:11:15,1060.87,53.25,41.87,1049.49,Card,1,1,Books,{'Books': 1},3.5,516.81,532.6800000000001,6.9570120009632115,False,1049.49
O0000223,S0002748,U001060,2026-01-05T06:49:27,5506.75,555.58,0.0,4951.17,Card,4,4,Books,"{'Books': 2, 'Sports': 1, 'Beauty': 1}",4.325,3183.42,1767.75,8.507581143339,False,4951.17
O0000224,S0002757,U000956,2025-11-30T21:41:20,7340.43,403.12,0.0,6937.31,NetBanking,7,4,Sports,"{'Sports': 1, 'Fashion': 1, 'Electronics': 1, 'Books': 1}",3.95,3310.96,3626.3500000000004,8.844813507995907,False,6937.31
O0000225,S0002777,U001952,2025-11-09T14:41:43,9079.9,1056.95,0.0,8022.95,Card,6,4,Home,"{'Home': 1, 'Fashion': 1, 'Sports': 1, 'Books': 1}",4.1,3983.38,4039.5699999999997,8.990186098316276,False,8022.95
O0000226,S0002786,U001229,2026-01-16T09:25:01,7791.5,676.82,0.0,7114.68,NetBanking,3,2,Fashion,"{'Fashion': 1, 'Electronics': 1}",4.35,3125.66,3989.0200000000004,8.870056078690832,False,7114.68
O0000227,S0002795,U000509,2025-11-29T19:38:48,9794.22,1021.47,0.0,8772.75,UPI,6,4,Sports,"{'Sports': 2, 'Beauty': 1, 'Fashion': 1}",3.95,3462.4900000000002,5310.26,9.079519588044631,False,8772.75
O0000228,S0002817,U001865,2025-12-21T20:45:14,3971.31,346.06,0.0,3625.25,COD,5,3,Sports,"{'Sports': 1, 'Electronics': 1, 'Fashion': 1}",4.7,1703.58,1921.67,8.195954335435614,False,3625.25
O0000229,S0002829,,2025-12-10T01:49:21,12032.46,1036.53,0.0,10995.93,UPI,9,3,Beauty,"{'Beauty': 1, 'Sports': 1, 'Books': 1}",4.566666666666666,2680.44,8315.49,9.3053714219183,False,10995.93
O0000230,S0002830,,2026-01-13T22:10:01,13160.68,528.45,0.0,12632.23,Card,8,4,Home,"{'Home': 2, 'Electronics': 1, 'Fashion': 1}",4.25,4031.47,8600.76,9.444085922949432,False,12632.23
O0000231,S0002835,,2025-10-22T11:10:40,2268.57,100.72,0.0,2167.85,Card,4,3,Home,"{'Home': 2, 'Sports': 1}",4.033333333333333,1246.62,921.23,7.681952352142245,False,2167.85
O0000232,S0002839,U001283,2025-12-10T17:57:43,2780.06,385.82,0.0,2394.24,NetBanking,1,1,Books,{'Books': 1},3.8,1284.51,1109.7299999999998,7.781238713592719,False,2394.24
O0000233,S0002847,U000454,2025-12-20T05:20:30,3614.5,253.5,0.0,3361.0,Card,2,2,Books,"{'Books': 1, 'Fashion': 1}",3.9,2419.2,941.8000000000002,8.120291313968561,False,3361.0
O0000234,S0002861,,2025-12-05T22:55:07,13286.16,1372.54,0.0,11913.62,UPI,5,2,Home,{'Home': 2},3.8,3246.18,8667.44,9.385521496451876,False,11913.62
O0000235,S0002885,U000047,2026-01-17T14:03:09,5193.8,351.54,0.0,4842.26,Card,4,2,Home,"{'Home': 1, 'Books': 1}",3.5,1694.12,3148.1400000000003,8.485343326694187,False,4842.26
O0000236,S0002900,U001250,2025-12-30T21:55:11,10833.24,640.02,0.0,10193.22,UPI,7,4,Fashion,"{'Fashion': 2, 'Home': 1, 'Books': 1}",4.125,3666.09,6527.129999999999,9.22957617198946,False,10193.22
O0000237,S0002909,U001728,2026-01-11T12:35:11,1373.78,80.37,108.18,1401.59,NetBanking,2,2,Fashion,"{'Fashion': 1, 'Sports': 1}",4.1,703.23,698.3599999999999,7.246075806460968,False,1401.59
O0000238,S0002925,U000367,2025-12-03T08:43:38,8496.59,276.76,0.0,8219.83,Card,7,3,Fashion,"{'Fashion': 2, 'Sports': 1}",3.8666666666666667,1858.69,6361.139999999999,9.014426456188781,False,8219.83
O0000239,S0002941,U000037,2025-11-29T23:36:12,5487.97,500.82,0.0,4987.15,UPI,7,4,Electronics,"{'Electronics': 2, 'Books': 2}",4.2,2004.3,2982.8499999999995,8.514820378520984,False,4987.15
O0000240,S0002949,,2025-12-06T22:09:03,5557.38,653.54,0.0,4903.84,Card,4,2,Home,{'Home': 2},4.25,1601.95,3301.8900000000003,8.497977751691687,False,4903.84
O0000241,S0002953,U001045,2026-01-09T23:45:09,7299.03,374.28,0.0,6924.75,UPI,6,4,Fashion,"{'Fashion': 1, 'Home': 1, 'Books': 1, 'Electronics': 1}",4.525,2990.21,3934.54,8.843001628440263,False,6924.75
O0000242,S0002960,U001452,2025-10-30T18:08:39,3556.57,378.43,0.0,3178.14,Card,2,2,Sports,"{'Sports': 1, 'Books': 1}",4.15,2136.02,1042.12,8.06436599894709,False,3178.14
O0000243,S0002983,U000572,2025-11-06T19:22:07,11355.17,936.24,0.0,10418.93,Card,9,4,Home,"{'Home': 2, 'Books': 1, 'Sports': 1}",3.7,3293.21,7125.72,9.251475597434505,False,10418.93
O0000244,S0002986,U001826,2025-11-11T10:20:17,5119.04,349.24,0.0,4769.8,UPI,2,1,Books,{'Books': 1},4.9,1562.92,3206.88,8.470269284704514,False,4769.8
O0000245,S0002994,U001066,2025-12-27T11:05:45,25746.52,1629.73,0.0,24116.79,Wallet,8,4,Home,"{'Home': 1, 'Electronics': 1, 'Beauty': 1, 'Books': 1}",4.25,5440.719999999999,18676.07,10.09070502143598,True,19970.042499999996
O0000246,S0002997,U001667,2025-12-18T02:45:14,14306.65,1041.34,0.0,13265.31,Card,11,4,Sports,"{'Sports': 2, 'Home': 1, 'Electronics': 1}",3.825,2793.38,10471.93,9.492983017820917,False,13265.31
O0000247,S0003016,U000659,2025-11-21T12:16:17,6692.25,334.48,0.0,6357.77,COD,3,1,Sports,{'Sports': 1},3.6,1607.92,4749.85,8.75759024140429,False,6357.77
O0000248,S0003023,U001284,2025-11-13T16:50:29,19739.88,1819.67,0.0,17920.21,UPI,8,4,Home,"{'Home': 2, 'Electronics': 1, 'Beauty': 1}",4.125,5579.780000000001,12340.429999999998,9.79374020657082,False,17920.21
O0000249,S0003031,U001410,2026-01-17T00:38:25,3075.24,184.29,0.0,2890.95,NetBanking,3,1,Home,{'Home': 1},4.2,547.77,2343.18,7.969686294055892,False,2890.95
