user_id,signup_date,city_tier,segment,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,total_spend,repeat_rate_flag,user_value_band
U000308,2025-08-03,2,value,web,7.0,1.0,2026-01-07 02:13:21,2026-01-07 02:13:21,9813.08,False,High
U000309,2025-12-09,2,regular,web,4.0,1.0,2025-12-24 08:10:01,2025-12-24 08:10:01,11822.71,False,High
U000310,2025-09-05,3,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000311,2025-10-02,3,premium,mobile,5.0,1.0,2025-11-19 05:11:16,2025-11-19 05:11:16,3238.92,False,High
U000312,2025-08-09,1,premium,web,4.0,0.0,,,0.0,False,No Purchase
U000313,2025-11-14,1,regular,mobile,3.0,1.0,2025-12-25 10:38:54,2025-12-25 10:38:54,5173.74,False,High
U000314,2025-12-04,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000315,2025-09-02,2,value,mobile,2.0,0.0,,,0.0,False,No Purchase
U000316,2026-01-07,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000317,2025-06-29,2,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000318,2025-07-21,3,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000319,2025-10-25,3,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000320,2025-11-17,2,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000321,2025-08-15,2,value,mobile,5.0,0.0,,,0.0,False,No Purchase
U000322,2025-10-17,2,value,mobile,5.0,0.0,,,0.0,False,No Purchase
U000323,2025-08-29,2,value,web,1.0,0.0,,,0.0,False,No Purchase
U000324,2025-10-17,2,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000325,2025-11-08,2,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000326,2026-01-13,2,value,mobile,4.0,1.0,2025-12-25 04:16:08,2025-12-25 04:16:08,11084.73,False,High
U000327,2025-09-27,1,premium,web,0.0,0.0,,,0.0,False,No Purchase
U000328,2025-11-06,1,premium,web,2.0,0.0,,,0.0,False,No Purchase
U000329,2025-10-22,1,value,web,2.0,0.0,,,0.0,False,No Purchase
U000330,2025-08-29,3,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000331,2025-08-15,2,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000332,2026-01-16,1,value,web,1.0,0.0,,,0.0,False,No Purchase
U000333,2025-08-05,3,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000334,2025-12-06,2,value,mobile,4.0,0.0,,,0.0,False,No Purchase
U000335,2025-07-24,2,premium,mobile,4.0,0.0,,,0.0,False,No Purchase
U000336,2025-12-09,3,premium,web,3.0,2.0,2025-10-27 07:54:50,2025-12-05 01:04:40,15357.88,True,High
U000337,2025-08-01,1,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000338,2026-01-12,1,regular,web,5.0,2.0,2026-01-11 02:24:45,2026-01-14 15:59:58,27446.84,True,High
U000339,2025-11-14,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000340,2025-07-12,1,premium,web,3.0,0.0,,,0.0,False,No Purchase
U000341,2025-11-16,2,value,web,5.0,0.0,,,0.0,False,No Purchase
U000342,2025-10-28,1,value,web,1.0,0.0,,,0.0,False,No Purchase
U000343,2025-09-02,1,regular,mobile,6.0,0.0,,,0.0,False,No Purchase
U000344,2025-08-17,1,value,web,1.0,0.0,,,0.0,False,No Purchase
U000345,2025-11-21,2,value,mobile,6.0,0.0,,,0.0,False,No Purchase
U000346,2025-11-26,1,value,web,3.0,0.0,,,0.0,False,No Purchase
U000347,2025-08-31,1,regular,mobile,7.0,2.0,2025-11-09 03:24:22,2025-12-22 18:25:53,20327.87,True,High
U000348,2025-12-24,3,value,web,4.0,0.0,,,0.0,False,No Purchase
U000349,2025-08-18,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000350,2025-07-08,2,value,mobile,7.0,0.0,,,0.0,False,No Purchase
U000351,2025-10-27,1,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000352,2025-07-15,2,premium,mobile,7.0,0.0,,,0.0,False,No Purchase
U000353,2025-08-20,2,value,web,7.0,0.0,,,0.0,False,No Purchase
U000354,2025-10-07,2,regular,mobile,4.0,1.0,2025-12-09 02:18:59,2025-12-09 02:18:59,2042.78,False,High
U000355,2025-08-22,1,regular,web,5.0,1.0,2026-01-07 06:14:07,2026-01-07 06:14:07,4579.91,False,High
U000356,2025-08-07,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000357,2025-11-18,3,regular,web,7.0,0.0,,,0.0,False,No Purchase
U000358,2025-10-16,1,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000359,2025-12-16,1,regular,web,7.0,1.0,2026-01-02 22:37:05,2026-01-02 22:37:05,7760.97,False,High
U000360,2025-10-23,1,value,mobile,4.0,1.0,2025-11-03 11:31:11,2025-11-03 11:31:11,1629.03,False,High
U000361,2025-10-02,2,value,web,5.0,0.0,,,0.0,False,No Purchase
U000362,2025-08-17,1,premium,web,6.0,0.0,,,0.0,False,No Purchase
U000363,2025-12-06,3,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000364,2025-08-03,3,premium,mobile,6.0,0.0,,,0.0,False,No Purchase
U000365,2025-08-13,3,premium,mobile,1.0,0.0,,,0.0,False,No Purchase
U000366,2025-12-17,2,value,web,4.0,0.0,,,0.0,False,No Purchase
U000367,2025-11-26,3,regular,mobile,6.0,2.0,2025-12-03 08:43:38,2025-12-09 03:07:09,16946.18,True,High
U000368,2025-10-30,1,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000369,2025-07-01,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000370,2025-07-20,2,value,web,5.0,0.0,,,0.0,False,No Purchase
U000371,2025-10-06,3,value,web,2.0,0.0,,,0.0,False,No Purchase
U000372,2025-11-27,2,regular,web,2.0,1.0,2025-11-09 01:18:34,2025-11-09 01:18:34,4586.48,False,High
U000373,2025-09-28,3,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000374,2025-06-27,1,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000375,2025-08-01,3,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000376,2025-10-25,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000377,2025-11-16,2,premium,mobile,4.0,0.0,,,0.0,False,No Purchase
U000378,2025-06-30,3,regular,mobile,8.0,1.0,2026-01-01 12:18:31,2026-01-01 12:18:31,8883.0,False,High
U000379,2025-07-02,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000380,2025-08-17,2,regular,web,0.0,0.0,,,0.0,False,No Purchase
U000381,2025-07-10,2,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000382,2025-10-15,1,regular,web,8.0,2.0,2026-01-02 01:05:28,2026-01-03 14:18:21,5511.04,True,High
U000383,2025-07-19,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000384,2025-11-06,1,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000385,2025-12-03,1,premium,mobile,3.0,0.0,,,0.0,False,No Purchase
U000386,2026-01-13,3,premium,mobile,6.0,0.0,,,0.0,False,No Purchase
U000387,2026-01-08,2,regular,web,5.0,1.0,2025-12-02 00:21:48,2025-12-02 00:21:48,4355.33,False,High
U000388,2025-08-19,2,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000389,2025-06-29,2,regular,web,5.0,1.0,2026-01-04 01:46:05,2026-01-04 01:46:05,2777.81,False,High
U000390,2025-08-31,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000391,2025-11-19,2,regular,mobile,4.0,1.0,2025-12-05 11:09:40,2025-12-05 11:09:40,15581.28,False,High
U000392,2025-07-05,3,regular,web,4.0,1.0,2025-10-25 15:12:32,2025-10-25 15:12:32,9440.12,False,High
U000393,2025-09-06,3,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000394,2025-08-25,2,regular,web,5.0,0.0,,,0.0,False,No Purchase
U000395,2025-08-08,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000396,2025-11-18,2,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000397,2025-11-08,2,regular,mobile,6.0,0.0,,,0.0,False,No Purchase
U000398,2025-10-13,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000399,2025-12-31,2,value,web,1.0,0.0,,,0.0,False,No Purchase
U000400,2025-07-15,2,premium,web,3.0,1.0,2025-11-23 08:48:00,2025-11-23 08:48:00,12868.98,False,High
U000401,2025-07-24,2,regular,mobile,0.0,0.0,,,0.0,False,No Purchase
U000402,2025-09-11,2,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000403,2025-11-08,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000404,2025-10-24,1,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000405,2025-07-08,1,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000406,2026-01-10,3,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000407,2025-08-26,2,premium,web,1.0,1.0,2025-12-07 09:44:15,2025-12-07 09:44:15,1777.1,False,High
U000408,2025-09-06,1,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000409,2025-11-01,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000410,2026-01-07,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000411,2025-11-09,2,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000412,2026-01-09,3,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000413,2025-08-01,3,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000414,2025-10-31,2,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000415,2025-12-14,2,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000416,2025-10-08,1,regular,web,0.0,0.0,,,0.0,False,No Purchase
U000417,2025-09-07,3,value,mobile,7.0,2.0,2025-12-04 08:06:09,2026-01-18 23:48:08,12497.19,True,High
U000418,2026-01-16,2,premium,mobile,1.0,0.0,,,0.0,False,No Purchase
U000419,2025-07-23,3,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000420,2025-09-17,2,premium,mobile,3.0,1.0,2025-11-13 15:04:21,2025-11-13 15:04:21,1450.06,False,High
U000421,2025-12-23,1,premium,mobile,3.0,0.0,,,0.0,False,No Purchase
U000422,2025-12-29,1,premium,web,1.0,0.0,,,0.0,False,No Purchase
U000423,2026-01-15,2,regular,web,0.0,0.0,,,0.0,False,No Purchase
U000424,2025-12-26,2,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000425,2025-07-04,1,value,mobile,4.0,0.0,,,0.0,False,No Purchase
U000426,2026-01-04,3,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000427,2025-09-21,3,regular,web,6.0,1.0,2026-01-18 01:31:12,2026-01-18 01:31:12,5571.23,False,High
U000428,2025-11-07,2,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000429,2025-09-14,2,premium,web,1.0,0.0,,,0.0,False,No Purchase
U000430,2025-12-11,1,value,web,4.0,0.0,,,0.0,False,No Purchase
U000431,2025-10-22,3,regular,mobile,2.0,1.0,2026-01-03 12:08:29,2026-01-03 12:08:29,562.97,False,High
U000432,2025-12-18,2,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000433,2025-08-03,3,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000434,2025-08-01,2,value,mobile,6.0,0.0,,,0.0,False,No Purchase
U000435,2025-09-23,2,value,web,3.0,0.0,,,0.0,False,No Purchase
U000436,2025-06-24,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000437,2025-11-15,1,regular,web,4.0,1.0,2025-10-30 06:59:19,2025-10-30 06:59:19,2006.3,False,High
U000438,2025-08-24,3,value,web,6.0,1.0,2025-11-06 09:48:24,2025-11-06 09:48:24,1576.89,False,High
U000439,2025-10-18,2,value,mobile,3.0,1.0,2025-11-12 21:34:32,2025-11-12 21:34:32,5887.1,False,High
U000440,2025-07-08,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000441,2025-07-29,3,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000442,2025-11-01,3,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000443,2025-08-26,3,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000444,2025-08-07,1,value,mobile,2.0,0.0,,,0.0,False,No Purchase
U000445,2025-08-10,2,regular,mobile,6.0,1.0,2025-11-26 00:44:01,2025-11-26 00:44:01,3041.84,False,High
U000446,2025-08-07,3,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000447,2025-11-01,2,value,web,1.0,1.0,2025-10-31 10:25:00,2025-10-31 10:25:00,8204.92,False,High
U000448,2025-07-28,1,premium,mobile,7.0,1.0,2025-12-14 17:58:13,2025-12-14 17:58:13,1660.31,False,High
U000449,2025-09-07,3,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000450,2025-11-14,2,premium,mobile,6.0,1.0,2025-11-09 18:11:00,2025-11-09 18:11:00,13453.45,False,High
U000451,2025-10-09,2,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000452,2025-10-26,3,value,mobile,2.0,0.0,,,0.0,False,No Purchase
U000453,2025-08-15,2,regular,web,5.0,0.0,,,0.0,False,No Purchase
U000454,2026-01-05,2,regular,web,2.0,1.0,2025-12-20 05:20:30,2025-12-20 05:20:30,3361.0,False,High
U000455,2025-09-18,2,premium,mobile,2.0,0.0,,,0.0,False,No Purchase
U000456,2025-08-22,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000457,2025-12-30,1,premium,mobile,4.0,0.0,,,0.0,False,No Purchase
U000458,2025-11-08,3,premium,web,1.0,0.0,,,0.0,False,No Purchase
U000459,2025-10-30,3,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000460,2025-12-26,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000461,2025-07-05,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000462,2025-12-16,3,value,web,5.0,0.0,,,0.0,False,No Purchase
U000463,2025-11-12,1,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000464,2025-09-07,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000465,2025-08-16,2,premium,web,3.0,0.0,,,0.0,False,No Purchase
U000466,2025-07-15,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000467,2026-01-07,1,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000468,2025-07-23,2,regular,web,5.0,0.0,,,0.0,False,No Purchase
U000469,2025-08-16,2,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000470,2025-11-15,2,premium,mobile,4.0,1.0,2025-12-14 21:08:44,2025-12-14 21:08:44,4625.62,False,High
U000471,2025-11-19,1,value,mobile,2.0,0.0,,,0.0,False,No Purchase
U000472,2025-07-27,2,premium,web,2.0,0.0,,,0.0,False,No Purchase
U000473,2025-12-11,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000474,2025-10-08,1,premium,web,4.0,0.0,,,0.0,False,No Purchase
U000475,2025-12-18,1,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000476,2025-07-11,1,regular,web,5.0,2.0,2025-10-26 14:28:57,2025-11-20 23:41:53,13775.71,True,High
U000477,2025-07-02,2,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000478,2025-11-04,1,regular,mobile,3.0,1.0,2025-12-04 00:18:37,2025-12-04 00:18:37,6767.06,False,High
U000479,2025-07-24,3,value,mobile,5.0,0.0,,,0.0,False,No Purchase
U000480,2025-10-11,2,value,web,1.0,1.0,2025-10-24 16:31:21,2025-10-24 16:31:21,7908.64,False,High
U000481,2025-06-26,3,regular,web,5.0,2.0,2025-11-16 14:30:54,2026-01-05 22:31:20,15462.55,True,High
U000482,2025-12-04,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000483,2025-12-29,1,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000484,2025-12-16,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000485,2026-01-10,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000486,2025-12-30,2,regular,mobile,5.0,2.0,2025-11-18 20:49:30,2025-12-15 13:59:08,25130.03,True,High
U000487,2025-09-24,2,value,web,5.0,0.0,,,0.0,False,No Purchase
U000488,2025-09-15,2,regular,mobile,3.0,1.0,2025-10-31 04:40:06,2025-10-31 04:40:06,13319.73,False,High
U000489,2025-12-28,1,regular,mobile,6.0,0.0,,,0.0,False,No Purchase
U000490,2026-01-04,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000491,2026-01-13,3,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000492,2025-12-01,3,premium,web,3.0,0.0,,,0.0,False,No Purchase
U000493,2025-08-04,1,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000494,2026-01-07,3,regular,mobile,6.0,2.0,2025-10-23 15:58:25,2026-01-17 09:39:46,24375.010000000002,True,High
U000495,2026-01-08,2,regular,mobile,6.0,1.0,2025-12-21 21:54:50,2025-12-21 21:54:50,3393.75,False,High
U000496,2025-11-10,3,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000497,2025-12-20,1,value,web,2.0,0.0,,,0.0,False,No Purchase
U000498,2025-10-19,3,regular,mobile,5.0,0.0,,,0.0,False,No Purchase
U000499,2026-01-07,3,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000500,2025-07-13,1,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000501,2025-12-21,1,value,web,0.0,0.0,,,0.0,False,No Purchase
U000502,2025-07-05,3,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000503,2025-09-02,1,premium,mobile,2.0,1.0,2025-11-15 02:45:30,2025-11-15 02:45:30,4117.98,False,High
U000504,2025-07-21,2,premium,web,4.0,0.0,,,0.0,False,No Purchase
U000505,2025-10-02,3,premium,mobile,9.0,2.0,2025-11-26 05:37:11,2026-01-14 10:29:53,18852.550000000003,True,High
U000506,2025-08-11,2,premium,mobile,2.0,0.0,,,0.0,False,No Purchase
U000507,2026-01-09,2,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000508,2025-10-18,2,value,web,4.0,0.0,,,0.0,False,No Purchase
U000509,2025-12-28,1,value,mobile,6.0,2.0,2025-11-29 19:38:48,2025-12-19 17:10:32,16496.53,True,High
U000510,2025-08-20,3,regular,mobile,5.0,0.0,,,0.0,False,No Purchase
U000511,2025-06-28,2,value,mobile,1.0,0.0,,,0.0,False,No Purchase
U000512,2025-12-03,1,premium,web,4.0,1.0,2025-10-28 13:27:43,2025-10-28 13:27:43,12682.2,False,High
U000513,2025-11-17,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000514,2025-10-15,3,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000515,2025-12-11,1,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000516,2025-12-16,3,value,web,1.0,0.0,,,0.0,False,No Purchase
U000517,2025-10-24,3,value,mobile,0.0,0.0,,,0.0,False,No Purchase
U000518,2026-01-12,3,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000519,2025-11-21,3,value,web,4.0,0.0,,,0.0,False,No Purchase
U000520,2025-11-12,3,regular,mobile,2.0,1.0,2026-01-05 17:46:30,2026-01-05 17:46:30,9288.45,False,High
U000521,2025-09-07,3,premium,mobile,1.0,0.0,,,0.0,False,No Purchase
U000522,2025-06-23,1,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000523,2025-08-13,3,regular,mobile,5.0,0.0,,,0.0,False,No Purchase
U000524,2025-11-30,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000525,2025-11-19,2,value,web,3.0,1.0,2025-11-19 21:16:20,2025-11-19 21:16:20,11722.81,False,High
U000526,2025-08-31,3,value,web,7.0,0.0,,,0.0,False,No Purchase
U000527,2025-11-01,3,premium,web,3.0,0.0,,,0.0,False,No Purchase
U000528,2025-08-03,3,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000529,2025-08-17,2,value,mobile,5.0,1.0,2025-12-06 13:45:27,2025-12-06 13:45:27,1815.18,False,High
U000530,2026-01-08,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000531,2025-09-18,2,regular,web,6.0,1.0,2025-11-18 21:41:08,2025-11-18 21:41:08,2195.94,False,High
U000532,2025-08-13,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000533,2025-10-03,2,regular,web,0.0,0.0,,,0.0,False,No Purchase
U000534,2025-09-12,1,premium,mobile,4.0,1.0,2025-12-28 23:43:37,2025-12-28 23:43:37,9025.94,False,High
U000535,2025-11-23,1,regular,web,8.0,1.0,2025-12-26 13:43:48,2025-12-26 13:43:48,6736.02,False,High
U000536,2026-01-11,3,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000537,2025-10-25,2,value,mobile,2.0,0.0,,,0.0,False,No Purchase
U000538,2025-10-25,3,value,mobile,7.0,1.0,2025-11-06 14:00:22,2025-11-06 14:00:22,10701.49,False,High
U000539,2025-09-08,2,premium,web,4.0,0.0,,,0.0,False,No Purchase
U000540,2025-10-20,1,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000541,2025-08-29,1,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000542,2025-06-23,1,regular,web,7.0,0.0,,,0.0,False,No Purchase
U000543,2025-12-22,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000544,2025-09-21,1,regular,mobile,5.0,0.0,,,0.0,False,No Purchase
U000545,2025-10-04,2,value,web,2.0,0.0,,,0.0,False,No Purchase
U000546,2025-07-10,3,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000547,2025-12-16,3,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000548,2025-07-29,1,value,web,5.0,0.0,,,0.0,False,No Purchase
U000549,2025-09-17,1,value,web,3.0,0.0,,,0.0,False,No Purchase
U000550,2025-12-16,1,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000551,2025-09-27,1,value,mobile,5.0,1.0,2025-11-12 02:05:56,2025-11-12 02:05:56,2601.71,False,High
U000552,2026-01-04,1,value,web,2.0,1.0,2025-12-06 03:15:08,2025-12-06 03:15:08,9122.18,False,High
U000553,2025-08-06,2,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000554,2025-11-20,3,regular,mobile,10.0,2.0,2025-10-24 12:16:17,2025-11-24 00:55:35,5147.02,True,High
U000555,2026-01-14,2,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000556,2025-10-16,2,value,web,1.0,0.0,,,0.0,False,No Purchase
U000557,2025-11-15,1,premium,mobile,2.0,0.0,,,0.0,False,No Purchase
U000558,2025-09-14,3,value,mobile,6.0,0.0,,,0.0,False,No Purchase
U000559,2025-11-28,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000560,2025-12-31,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000561,2025-11-18,3,value,web,4.0,0.0,,,0.0,False,No Purchase
U000562,2026-01-05,2,value,web,2.0,0.0,,,0.0,False,No Purchase
U000563,2025-10-25,1,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000564,2025-10-22,1,value,mobile,6.0,1.0,2025-10-28 12:19:40,2025-10-28 12:19:40,2076.32,False,High
U000565,2025-08-26,2,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000566,2025-11-19,3,premium,mobile,3.0,0.0,,,0.0,False,No Purchase
U000567,2025-12-25,2,value,web,0.0,0.0,,,0.0,False,No Purchase
U000568,2025-11-06,3,value,mobile,3.0,2.0,2025-10-27 11:23:51,2026-01-07 00:00:46,68252.19,True,High
U000569,2025-08-11,2,premium,web,3.0,0.0,,,0.0,False,No Purchase
U000570,2025-10-15,1,premium,mobile,3.0,0.0,,,0.0,False,No Purchase
U000571,2025-11-29,2,regular,mobile,6.0,0.0,,,0.0,False,No Purchase
U000572,2026-01-06,2,value,mobile,4.0,1.0,2025-11-06 19:22:07,2025-11-06 19:22:07,10418.93,False,High
U000573,2025-07-26,2,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000574,2025-07-20,2,value,mobile,3.0,1.0,2025-10-25 11:05:02,2025-10-25 11:05:02,9084.09,False,High
U000575,2025-09-18,1,value,mobile,3.0,1.0,2025-12-09 04:07:46,2025-12-09 04:07:46,2760.83,False,High
U000576,2025-07-19,3,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000577,2026-01-15,1,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000578,2025-09-20,3,regular,mobile,4.0,1.0,2025-11-06 10:20:12,2025-11-06 10:20:12,3237.93,False,High
U000579,2025-10-13,1,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000580,2025-08-10,1,value,web,4.0,0.0,,,0.0,False,No Purchase
U000581,2025-09-25,2,value,web,6.0,1.0,2025-11-11 09:04:19,2025-11-11 09:04:19,1327.24,False,High
U000582,2026-01-16,2,regular,web,6.0,0.0,,,0.0,False,No Purchase
U000583,2025-10-04,2,premium,web,4.0,0.0,,,0.0,False,No Purchase
U000584,2025-06-25,2,value,mobile,2.0,0.0,,,0.0,False,No Purchase
U000585,2025-08-13,3,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000586,2026-01-14,2,value,mobile,6.0,1.0,2025-11-09 18:56:12,2025-11-09 18:56:12,1964.56,False,High
U000587,2026-01-17,2,value,web,8.0,0.0,,,0.0,False,No Purchase
U000588,2025-08-06,2,regular,web,2.0,0.0,,,0.0,False,No Purchase
U000589,2025-10-30,1,value,web,4.0,0.0,,,0.0,False,No Purchase
U000590,2025-07-09,2,regular,mobile,1.0,0.0,,,0.0,False,No Purchase
U000591,2025-10-22,1,regular,mobile,4.0,0.0,,,0.0,False,No Purchase
U000592,2025-07-19,2,value,web,7.0,0.0,,,0.0,False,No Purchase
U000593,2025-12-12,1,value,web,2.0,0.0,,,0.0,False,No Purchase
U000594,2026-01-06,3,value,web,6.0,0.0,,,0.0,False,No Purchase
U000595,2025-07-29,2,premium,web,7.0,0.0,,,0.0,False,No Purchase
U000596,2025-09-28,3,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000597,2025-07-14,2,regular,web,3.0,0.0,,,0.0,False,No Purchase
U000598,2025-09-02,1,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000599,2025-07-07,3,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000600,2025-08-17,2,value,web,3.0,0.0,,,0.0,False,No Purchase
U000601,2026-01-17,3,regular,mobile,5.0,2.0,2025-10-26 20:08:08,2025-12-12 21:02:03,14701.419999999998,True,High
U000602,2025-07-02,2,regular,web,1.0,0.0,,,0.0,False,No Purchase
U000603,2025-12-20,2,regular,mobile,2.0,0.0,,,0.0,False,No Purchase
U000604,2025-07-09,3,value,web,1.0,0.0,,,0.0,False,No Purchase
U000605,2025-10-12,2,value,mobile,7.0,0.0,,,0.0,False,No Purchase
U000606,2025-09-26,2,value,web,4.0,0.0,,,0.0,False,No Purchase
U000607,2026-01-05,2,regular,web,4.0,0.0,,,0.0,False,No Purchase
U000608,2025-08-04,2,premium,mobile,1.0,0.0,,,0.0,False,No Purchase
U000609,2025-07-31,3,value,web,3.0,0.0,,,0.0,False,No Purchase
U000610,2025-11-27,2,regular,web,5.0,2.0,2025-11-09 05:26:36,2025-12-08 14:49:35,33470.09,True,High
U000611,2025-11-22,2,regular,mobile,3.0,0.0,,,0.0,False,No Purchase
U000612,2025-11-17,3,value,web,4.0,1.0,2026-01-11 08:27:09,2026-01-11 08:27:09,12571.42,False,High
U000613,2025-06-28,2,value,mobile,3.0,0.0,,,0.0,False,No Purchase
U000614,2025-08-17,3,value,mobile,1.0,0.0,,,0.0,False,No Purchase
