session_id,user_id,start_ts,device,channel,campaign_id,variant,is_new_user,add_to_cart,begin_checkout,landing_view,payment_attempt,product_view,purchase,has_product_view,has_add_to_cart,has_begin_checkout,has_payment_attempt,has_purchase,session_duration_sec,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,gross_amount,discount_amount,net_amount
S0001715,U001871,2025-11-23 23:01:12,web,referral,C036,a,0,,,2025-11-23 23:01:17,,2025-11-23 23:03:03,,True,False,False,False,False,111.0,,,,0.0,0.0,0.0
S0001716,U001629,2025-12-06 14:19:18,web,organic,C028,a,1,,,2025-12-06 14:20:40,,2025-12-06 14:22:34,,True,False,False,False,False,196.0,,,,0.0,0.0,0.0
S0001717,,2025-11-07 08:33:55,mobile,search,C021,nan,0,,,2025-11-07 08:34:12,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001718,U000134,2025-11-04 09:48:38,web,referral,C035,a,1,,,2025-11-04 09:50:34,,2025-11-04 09:51:29,,True,False,False,False,False,171.0,,,,0.0,0.0,0.0
S0001719,U000483,2025-10-28 05:58:07,web,referral,C031,b,1,,,2025-10-28 05:59:04,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001720,U001273,2026-01-03 04:59:49,mobile,organic,C026,nan,0,2026-01-03 05:03:16,,2026-01-03 05:00:42,,2026-01-03 05:01:23,,True,True,False,False,False,207.0,207.0,,,0.0,0.0,0.0
S0001721,U001285,2025-12-10 10:12:37,mobile,email,C021,nan,1,,,2025-12-10 10:12:48,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001722,U000373,2026-01-14 16:24:02,web,organic,C010,b,0,,,2026-01-14 16:24:26,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001723,U000388,2025-12-27 21:27:59,mobile,paid_social,C009,nan,0,,,2025-12-27 21:29:00,,2025-12-27 21:30:38,,True,False,False,False,False,159.0,,,,0.0,0.0,0.0
S0001724,U000457,2025-12-29 15:06:16,web,search,C026,b,1,,,2025-12-29 15:08:07,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001725,,2025-12-06 06:08:32,mobile,organic,C016,nan,0,,,2025-12-06 06:08:52,,2025-12-06 06:09:33,,True,False,False,False,False,61.0,,,,0.0,0.0,0.0
S0001726,U000514,2026-01-02 19:57:23,mobile,search,C025,nan,0,2026-01-02 20:01:54,,2026-01-02 19:59:13,,2026-01-02 20:01:01,,True,True,False,False,False,271.0,271.0,,,0.0,0.0,0.0
S0001727,,2026-01-14 05:25:59,web,organic,C029,nan,0,,,2026-01-14 05:27:21,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001728,,2025-12-25 09:32:06,web,search,C002,nan,0,,,2025-12-25 09:32:33,,2025-12-25 09:32:44,,True,False,False,False,False,38.0,,,,0.0,0.0,0.0
S0001729,,2025-10-30 22:38:53,mobile,search,C004,nan,0,,,2025-10-30 22:39:07,,2025-10-30 22:39:36,,True,False,False,False,False,43.0,,,,0.0,0.0,0.0
S0001730,U001963,2025-12-19 00:46:44,mobile,referral,C025,nan,0,,,2025-12-19 00:48:25,,2025-12-19 00:49:42,,True,False,False,False,False,178.0,,,,0.0,0.0,0.0
S0001731,,2025-11-01 06:42:42,mobile,search,C040,nan,0,2025-11-01 06:46:24,,2025-11-01 06:44:34,,2025-11-01 06:45:06,,True,True,False,False,False,222.0,222.0,,,0.0,0.0,0.0
S0001732,U001770,2025-10-28 09:22:35,web,paid_social,C022,b,1,,,2025-10-28 09:24:32,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001733,U001178,2025-12-22 19:14:27,web,organic,C027,a,0,2025-12-22 19:17:49,2025-12-22 19:17:56,2025-12-22 19:15:49,2025-12-22 19:18:40,2025-12-22 19:17:16,,True,True,True,True,False,253.0,202.0,209.0,,0.0,0.0,0.0
S0001734,,2026-01-04 13:42:45,web,referral,C012,nan,0,,,2026-01-04 13:44:25,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001735,U000627,2025-11-04 17:40:25,web,search,C009,nan,1,,,2025-11-04 17:41:30,,2025-11-04 17:43:25,,True,False,False,False,False,180.0,,,,0.0,0.0,0.0
S0001736,,2025-10-28 02:44:13,web,organic,C010,nan,0,,,2025-10-28 02:45:11,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001737,,2026-01-09 05:27:56,web,paid_social,C038,nan,0,,,2026-01-09 05:29:05,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001738,U001723,2025-11-02 08:08:53,mobile,organic,C031,nan,1,,,2025-11-02 08:10:48,,2025-11-02 08:11:53,,True,False,False,False,False,180.0,,,,0.0,0.0,0.0
S0001739,U001358,2025-10-24 14:21:43,web,organic,C015,nan,0,,,2025-10-24 14:22:31,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001740,,2025-12-25 08:03:12,mobile,organic,C003,nan,0,,,2025-12-25 08:03:22,,2025-12-25 08:04:35,,True,False,False,False,False,83.0,,,,0.0,0.0,0.0
S0001741,U000520,2026-01-05 17:38:30,web,search,C035,b,0,2026-01-05 17:41:17,2026-01-05 17:43:08,2026-01-05 17:39:45,2026-01-05 17:43:44,2026-01-05 17:41:08,2026-01-05 17:45:25,True,True,True,True,True,415.0,167.0,278.0,415.0,9979.39,690.94,9288.45
S0001742,U001032,2025-12-06 17:50:18,web,organic,C012,a,0,2025-12-06 17:53:40,2025-12-06 17:54:09,2025-12-06 17:51:59,2025-12-06 17:55:49,2025-12-06 17:52:56,2025-12-06 17:55:56,True,True,True,True,True,338.0,202.0,231.0,338.0,18268.5,640.02,17628.48
S0001743,U000319,2025-12-09 00:48:52,web,email,C010,nan,0,,,2025-12-09 00:49:19,,2025-12-09 00:49:41,,True,False,False,False,False,49.0,,,,0.0,0.0,0.0
S0001744,U000237,2025-11-20 18:11:41,mobile,organic,C029,nan,0,,,2025-11-20 18:13:40,,2025-11-20 18:15:26,,True,False,False,False,False,225.0,,,,0.0,0.0,0.0
S0001745,U000670,2025-11-11 21:39:23,mobile,organic,C005,nan,0,2025-11-11 21:43:28,2025-11-11 21:44:50,2025-11-11 21:39:40,2025-11-11 21:46:38,2025-11-11 21:41:38,2025-11-11 21:47:41,True,True,True,True,True,498.0,245.0,327.0,498.0,5987.64,547.05,5440.59
S0001746,U001302,2025-12-28 09:52:38,web,organic,C009,a,0,,,2025-12-28 09:53:17,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001747,U000195,2026-01-05 21:01:49,mobile,search,C021,nan,0,,,2026-01-05 21:03:04,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001748,U002197,2025-11-19 08:27:53,web,organic,C005,a,0,,,2025-11-19 08:28:43,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001749,U001010,2025-11-15 02:01:32,web,organic,C037,a,0,,,2025-11-15 02:02:23,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001750,U000379,2025-11-14 13:00:22,mobile,organic,C040,nan,0,2025-11-14 13:03:15,,2025-11-14 13:00:48,,2025-11-14 13:01:28,,True,True,False,False,False,173.0,173.0,,,0.0,0.0,0.0
S0001751,,2025-10-25 23:51:44,web,referral,C034,nan,0,,,2025-10-25 23:52:59,,2025-10-25 23:54:02,,True,False,False,False,False,138.0,,,,0.0,0.0,0.0
S0001752,U002105,2025-11-15 17:41:53,mobile,organic,C023,nan,0,,,2025-11-15 17:42:15,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001753,,2025-10-23 17:58:55,mobile,organic,C022,nan,0,,,2025-10-23 18:00:18,,2025-10-23 18:01:32,,True,False,False,False,False,157.0,,,,0.0,0.0,0.0
S0001754,,2025-12-31 09:32:11,mobile,paid_social,C011,nan,0,,,2025-12-31 09:33:49,,2025-12-31 09:34:49,,True,False,False,False,False,158.0,,,,0.0,0.0,0.0
S0001755,U001709,2025-11-13 11:22:41,web,search,C006,nan,1,,,2025-11-13 11:22:53,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001756,U002169,2025-12-22 13:18:40,web,organic,C007,a,0,,,2025-12-22 13:18:55,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001757,,2025-12-09 07:51:47,mobile,email,C006,nan,0,,,2025-12-09 07:53:35,,2025-12-09 07:54:56,,True,False,False,False,False,189.0,,,,0.0,0.0,0.0
S0001758,U001686,2026-01-04 19:29:51,web,paid_social,C001,b,0,,,2026-01-04 19:30:06,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001759,U001873,2026-01-15 20:59:39,web,search,C030,b,0,2026-01-15 21:03:55,2026-01-15 21:05:11,2026-01-15 21:00:58,2026-01-15 21:05:31,2026-01-15 21:02:13,,True,True,True,True,False,352.0,256.0,332.0,,0.0,0.0,0.0
S0001760,U001886,2025-11-23 11:55:33,mobile,search,C030,nan,0,,,2025-11-23 11:57:05,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001761,U000561,2025-10-29 09:23:32,mobile,email,C030,nan,1,,,2025-10-29 09:24:03,,2025-10-29 09:24:19,,True,False,False,False,False,47.0,,,,0.0,0.0,0.0
S0001762,U001309,2025-12-27 21:48:39,web,organic,C015,a,0,,,2025-12-27 21:48:53,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001763,U002170,2025-10-23 08:35:21,mobile,referral,C005,nan,0,,,2025-10-23 08:35:53,,2025-10-23 08:37:43,,True,False,False,False,False,142.0,,,,0.0,0.0,0.0
S0001764,,2025-11-10 12:10:37,web,organic,C008,nan,0,,,2025-11-10 12:11:58,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001765,U000232,2025-10-26 05:35:51,mobile,search,C033,nan,1,,,2025-10-26 05:36:36,,2025-10-26 05:37:38,,True,False,False,False,False,107.0,,,,0.0,0.0,0.0
S0001766,U000246,2026-01-10 06:34:35,mobile,organic,C037,nan,0,,,2026-01-10 06:34:50,,2026-01-10 06:36:47,,True,False,False,False,False,132.0,,,,0.0,0.0,0.0
S0001767,,2025-10-21 22:01:04,web,paid_social,C003,nan,0,,,2025-10-21 22:01:56,,2025-10-21 22:02:48,,True,False,False,False,False,104.0,,,,0.0,0.0,0.0
S0001768,U001632,2025-12-04 18:53:57,web,email,C028,nan,1,2025-12-04 18:57:56,2025-12-04 18:59:36,2025-12-04 18:55:43,2025-12-04 19:01:25,2025-12-04 18:56:20,2025-12-04 19:03:24,True,True,True,True,True,567.0,239.0,339.0,567.0,4399.7,306.11,4093.59
S0001769,U000867,2025-11-28 14:24:51,web,paid_social,C036,nan,0,,,2025-11-28 14:26:42,,2025-11-28 14:28:05,,True,False,False,False,False,194.0,,,,0.0,0.0,0.0
S0001770,U001384,2025-12-19 04:30:16,web,organic,C033,b,1,2025-12-19 04:32:28,2025-12-19 04:32:51,2025-12-19 04:30:32,2025-12-19 04:33:12,2025-12-19 04:31:12,2025-12-19 04:33:33,True,True,True,True,True,197.0,132.0,155.0,197.0,10612.44,596.14,10016.3
S0001771,U000308,2025-11-16 12:25:24,mobile,email,C010,nan,0,,,2025-11-16 12:26:34,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001772,U000132,2026-01-08 01:45:29,web,referral,C027,nan,0,,,2026-01-08 01:46:39,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001773,U001697,2025-12-26 12:45:46,mobile,organic,C033,nan,0,,,2025-12-26 12:46:01,,2025-12-26 12:47:51,,True,False,False,False,False,125.0,,,,0.0,0.0,0.0
S0001774,,2025-11-29 08:19:55,web,organic,C037,nan,0,,,2025-11-29 08:20:45,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001775,U000095,2025-11-22 15:54:46,web,search,C028,a,1,,,2025-11-22 15:56:13,,2025-11-22 15:57:45,,True,False,False,False,False,179.0,,,,0.0,0.0,0.0
S0001776,U000476,2026-01-02 20:53:41,mobile,paid_social,C014,nan,0,,,2026-01-02 20:55:29,,2026-01-02 20:56:43,,True,False,False,False,False,182.0,,,,0.0,0.0,0.0
S0001777,U000711,2025-12-28 13:49:35,mobile,organic,C027,nan,0,,,2025-12-28 13:51:30,,2025-12-28 13:51:48,,True,False,False,False,False,133.0,,,,0.0,0.0,0.0
S0001778,U000892,2025-11-26 08:24:58,web,organic,C007,b,0,,,2025-11-26 08:25:17,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001779,U001973,2025-11-21 03:56:21,web,search,C004,a,0,,,2025-11-21 03:56:50,,2025-11-21 03:57:01,,True,False,False,False,False,40.0,,,,0.0,0.0,0.0
S0001780,U000437,2025-10-24 22:34:27,web,email,C001,a,1,,,2025-10-24 22:35:03,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001781,U001330,2025-10-28 19:03:49,mobile,organic,C022,nan,1,,,2025-10-28 19:05:30,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001782,U000605,2025-10-26 07:02:24,mobile,paid_social,C002,nan,1,,,2025-10-26 07:03:31,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001783,U001097,2025-10-23 15:18:48,mobile,email,C006,nan,1,,,2025-10-23 15:20:15,,2025-10-23 15:21:35,,True,False,False,False,False,167.0,,,,0.0,0.0,0.0
S0001784,U000652,2025-11-04 04:46:49,mobile,organic,C035,nan,1,,,2025-11-04 04:47:34,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001785,,2026-01-06 14:00:08,mobile,organic,C017,nan,0,,,2026-01-06 14:01:43,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001786,U001320,2026-01-01 06:36:00,mobile,organic,C025,nan,0,,,2026-01-01 06:37:22,,2026-01-01 06:38:41,,True,False,False,False,False,161.0,,,,0.0,0.0,0.0
S0001787,U001298,2026-01-05 13:00:56,mobile,paid_social,C018,nan,1,,,2026-01-05 13:01:11,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001788,U000297,2025-12-16 13:59:05,web,paid_social,C002,a,0,,,2025-12-16 14:00:19,,2025-12-16 14:01:54,,True,False,False,False,False,169.0,,,,0.0,0.0,0.0
S0001789,U000345,2025-12-16 14:33:08,web,email,C024,nan,0,,,2025-12-16 14:33:46,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001790,U000531,2025-11-01 14:16:07,mobile,search,C005,nan,0,,,2025-11-01 14:17:18,,2025-11-01 14:17:50,,True,False,False,False,False,103.0,,,,0.0,0.0,0.0
S0001791,U001979,2025-12-23 08:20:28,mobile,organic,C027,nan,0,,,2025-12-23 08:21:17,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001792,U000698,2025-11-15 15:25:59,mobile,search,C028,nan,1,,,2025-11-15 15:27:43,,2025-11-15 15:29:16,,True,False,False,False,False,197.0,,,,0.0,0.0,0.0
S0001793,U001272,2025-12-07 04:09:48,web,search,C029,nan,0,,,2025-12-07 04:10:15,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001794,U000988,2026-01-15 08:46:37,mobile,paid_social,C016,nan,0,,,2026-01-15 08:47:28,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001795,U000780,2026-01-07 19:06:19,web,referral,C020,b,1,2026-01-07 19:08:54,2026-01-07 19:09:00,2026-01-07 19:08:00,2026-01-07 19:09:44,2026-01-07 19:08:23,2026-01-07 19:11:04,True,True,True,True,True,285.0,155.0,161.0,285.0,7946.98,458.42,7488.56
S0001796,,2025-11-11 10:16:26,web,search,C031,nan,0,,,2025-11-11 10:18:04,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001797,,2025-12-26 17:44:29,web,paid_social,C018,nan,0,,,2025-12-26 17:46:06,,2025-12-26 17:46:49,,True,False,False,False,False,140.0,,,,0.0,0.0,0.0
S0001798,U002199,2025-10-30 19:24:43,mobile,organic,C038,nan,0,,,2025-10-30 19:26:35,,2025-10-30 19:27:25,,True,False,False,False,False,162.0,,,,0.0,0.0,0.0
S0001799,U002070,2025-10-23 20:20:23,web,search,C027,b,0,2025-10-23 20:23:24,2025-10-23 20:24:44,2025-10-23 20:21:02,2025-10-23 20:26:29,2025-10-23 20:22:19,2025-10-23 20:28:26,True,True,True,True,True,483.0,181.0,261.0,483.0,2877.45,226.54,2650.91
S0001800,U000661,2025-10-23 23:25:57,mobile,paid_social,C031,nan,1,,,2025-10-23 23:27:03,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001801,,2025-11-05 18:18:30,mobile,email,C027,nan,0,,,2025-11-05 18:19:46,,2025-11-05 18:20:55,,True,False,False,False,False,145.0,,,,0.0,0.0,0.0
S0001802,,2025-12-22 23:39:52,web,referral,C008,nan,0,,,2025-12-22 23:41:50,,2025-12-22 23:43:15,,True,False,False,False,False,203.0,,,,0.0,0.0,0.0
S0001803,,2025-11-23 03:19:00,web,referral,C019,nan,0,,,2025-11-23 03:20:32,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001804,U001221,2025-10-22 21:00:42,mobile,search,C026,nan,1,,,2025-10-22 21:01:57,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001805,U002025,2026-01-18 08:42:18,mobile,email,C021,nan,0,2026-01-18 08:45:35,2026-01-18 08:46:40,2026-01-18 08:43:05,2026-01-18 08:48:36,2026-01-18 08:43:53,,True,True,True,True,False,378.0,197.0,262.0,,0.0,0.0,0.0
S0001806,,2025-12-08 10:40:24,mobile,paid_social,C024,nan,0,,,2025-12-08 10:42:17,,2025-12-08 10:42:36,,True,False,False,False,False,132.0,,,,0.0,0.0,0.0
S0001807,U000721,2025-11-25 21:21:26,web,search,C037,b,0,,,2025-11-25 21:22:11,,2025-11-25 21:23:41,,True,False,False,False,False,135.0,,,,0.0,0.0,0.0
S0001808,U001005,2025-12-07 03:17:30,mobile,organic,C034,nan,1,,,2025-12-07 03:18:33,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001809,U001253,2025-12-07 05:42:47,mobile,referral,C009,nan,0,,,2025-12-07 05:43:39,,2025-12-07 05:45:38,,True,False,False,False,False,171.0,,,,0.0,0.0,0.0
S0001810,U000548,2025-12-02 18:17:13,web,referral,C009,nan,0,2025-12-02 18:20:09,,2025-12-02 18:17:43,,2025-12-02 18:19:01,,True,True,False,False,False,176.0,176.0,,,0.0,0.0,0.0
S0001811,U001830,2025-12-15 14:32:44,mobile,search,C006,nan,0,,,2025-12-15 14:33:29,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001812,U001245,2026-01-09 03:31:46,web,search,C029,a,0,,,2026-01-09 03:32:17,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001813,U000457,2025-11-17 14:16:39,mobile,organic,C020,nan,1,,,2025-11-17 14:17:10,,2025-11-17 14:18:42,,True,False,False,False,False,123.0,,,,0.0,0.0,0.0
S0001814,,2025-12-04 06:25:42,web,organic,C024,nan,0,2025-12-04 06:29:09,2025-12-04 06:30:25,2025-12-04 06:26:36,2025-12-04 06:32:01,2025-12-04 06:27:17,,True,True,True,True,False,379.0,207.0,283.0,,0.0,0.0,0.0
S0001815,U001808,2025-10-21 18:26:49,web,email,C035,b,1,,,2025-10-21 18:26:56,,2025-10-21 18:28:08,,True,False,False,False,False,79.0,,,,0.0,0.0,0.0
S0001816,U000931,2026-01-06 19:46:30,web,search,C020,nan,1,,,2026-01-06 19:48:02,,2026-01-06 19:49:02,,True,False,False,False,False,152.0,,,,0.0,0.0,0.0
S0001817,U001563,2025-11-17 23:19:42,web,search,C026,a,1,,,2025-11-17 23:20:22,,2025-11-17 23:20:59,,True,False,False,False,False,77.0,,,,0.0,0.0,0.0
S0001818,U002165,2025-11-14 20:34:38,web,organic,C012,b,0,,,2025-11-14 20:36:03,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001819,,2026-01-19 05:15:23,web,paid_social,C034,nan,0,,,2026-01-19 05:16:05,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001820,U002192,2025-12-13 00:51:53,web,paid_social,C002,a,0,,,2025-12-13 00:52:52,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001821,,2025-11-01 12:20:58,web,email,C024,nan,0,,,2025-11-01 12:21:29,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001822,,2025-11-14 08:06:36,web,search,C033,nan,0,,,2025-11-14 08:08:34,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001823,U001701,2025-11-22 05:32:44,web,organic,C029,a,0,,,2025-11-22 05:34:00,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001824,U000150,2026-01-18 04:27:57,mobile,organic,C005,nan,0,,,2026-01-18 04:28:28,,2026-01-18 04:29:38,,True,False,False,False,False,101.0,,,,0.0,0.0,0.0
S0001825,,2025-11-29 04:43:08,web,email,C035,nan,0,,,2025-11-29 04:43:29,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001826,U001248,2025-11-11 03:39:56,mobile,email,C016,nan,0,2025-11-11 03:41:21,2025-11-11 03:41:44,2025-11-11 03:40:05,2025-11-11 03:43:41,2025-11-11 03:40:25,,True,True,True,True,False,225.0,85.0,108.0,,0.0,0.0,0.0
S0001827,U001442,2025-12-11 17:11:42,web,search,C021,nan,1,,,2025-12-11 17:12:58,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001828,U002096,2025-11-26 20:51:25,web,organic,C020,b,1,,,2025-11-26 20:53:18,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001829,U001068,2025-10-26 09:17:26,mobile,paid_social,C014,nan,0,,,2025-10-26 09:18:00,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001830,U002037,2026-01-06 22:09:45,mobile,paid_social,C014,nan,0,,,2026-01-06 22:10:27,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001831,U001250,2025-10-22 20:27:40,mobile,paid_social,C037,nan,0,,,2025-10-22 20:28:50,,2025-10-22 20:29:48,,True,False,False,False,False,128.0,,,,0.0,0.0,0.0
S0001832,U000475,2026-01-10 07:18:02,web,organic,C027,a,0,,,2026-01-10 07:18:45,,2026-01-10 07:20:10,,True,False,False,False,False,128.0,,,,0.0,0.0,0.0
S0001833,U001436,2025-12-31 16:59:27,web,referral,C040,nan,0,,,2025-12-31 17:00:09,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001834,U000419,2025-10-28 06:21:15,web,search,C014,b,0,,,2025-10-28 06:23:00,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001835,U001979,2025-12-25 13:34:33,web,paid_social,C012,nan,0,,,2025-12-25 13:35:11,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001836,U000335,2025-12-29 19:48:36,mobile,organic,C021,nan,0,,,2025-12-29 19:49:46,,2025-12-29 19:50:50,,True,False,False,False,False,134.0,,,,0.0,0.0,0.0
S0001837,,2025-12-14 15:33:33,web,organic,C025,nan,0,,,2025-12-14 15:34:35,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001838,U001804,2025-12-12 10:20:42,web,organic,C004,b,0,,,2025-12-12 10:21:13,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001839,,2025-10-25 21:54:00,web,search,C015,nan,0,,,2025-10-25 21:54:34,,2025-10-25 21:55:39,,True,False,False,False,False,99.0,,,,0.0,0.0,0.0
S0001840,U001079,2025-10-26 19:05:17,web,referral,C018,b,1,,,2025-10-26 19:06:15,,2025-10-26 19:07:34,,True,False,False,False,False,137.0,,,,0.0,0.0,0.0
S0001841,U001115,2025-12-25 21:31:10,web,paid_social,C004,a,0,,,2025-12-25 21:32:52,,2025-12-25 21:33:49,,True,False,False,False,False,159.0,,,,0.0,0.0,0.0
S0001842,,2025-10-30 22:35:48,web,referral,C024,nan,0,,,2025-10-30 22:37:01,,2025-10-30 22:38:43,,True,False,False,False,False,175.0,,,,0.0,0.0,0.0
S0001843,U001481,2025-11-12 04:57:33,mobile,paid_social,C005,nan,0,,,2025-11-12 04:58:16,,2025-11-12 04:59:48,,True,False,False,False,False,135.0,,,,0.0,0.0,0.0
S0001844,U000715,2025-12-05 08:03:47,mobile,organic,C035,nan,0,,,2025-12-05 08:04:27,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001845,U000824,2025-11-05 05:10:10,web,paid_social,C021,nan,1,,,2025-11-05 05:11:14,,2025-11-05 05:12:52,,True,False,False,False,False,162.0,,,,0.0,0.0,0.0
S0001846,U000606,2025-12-31 12:37:46,web,paid_social,C008,b,0,,,2025-12-31 12:38:11,,2025-12-31 12:39:41,,True,False,False,False,False,115.0,,,,0.0,0.0,0.0
S0001847,,2026-01-02 02:30:45,mobile,email,C021,nan,0,,,2026-01-02 02:31:15,,2026-01-02 02:32:21,,True,False,False,False,False,96.0,,,,0.0,0.0,0.0
S0001848,,2026-01-05 05:36:19,web,search,C014,nan,0,,,2026-01-05 05:37:59,,2026-01-05 05:39:54,,True,False,False,False,False,215.0,,,,0.0,0.0,0.0
S0001849,U000391,2025-10-25 21:38:35,mobile,organic,C018,nan,1,,,2025-10-25 21:40:32,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001850,U000902,2025-11-28 22:46:55,mobile,paid_social,C011,nan,0,2025-11-28 22:51:45,,2025-11-28 22:48:35,,2025-11-28 22:50:02,,True,True,False,False,False,290.0,290.0,,,0.0,0.0,0.0
S0001851,U000497,2026-01-05 15:55:05,web,paid_social,C017,a,0,,,2026-01-05 15:56:09,,2026-01-05 15:57:23,,True,False,False,False,False,138.0,,,,0.0,0.0,0.0
S0001852,,2025-11-23 03:07:48,mobile,search,C007,nan,0,,,2025-11-23 03:08:19,,2025-11-23 03:08:41,,True,False,False,False,False,53.0,,,,0.0,0.0,0.0
S0001853,U002138,2025-12-23 01:32:53,web,organic,C012,a,0,,,2025-12-23 01:33:26,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001854,,2025-12-13 11:20:50,web,search,C016,nan,0,,,2025-12-13 11:21:26,,2025-12-13 11:22:08,,True,False,False,False,False,78.0,,,,0.0,0.0,0.0
S0001855,U002078,2025-11-21 16:32:48,mobile,email,C032,nan,0,,,2025-11-21 16:33:33,,2025-11-21 16:34:09,,True,False,False,False,False,81.0,,,,0.0,0.0,0.0
S0001856,U001399,2025-11-15 07:36:38,web,organic,C037,nan,1,2025-11-15 07:38:29,2025-11-15 07:38:40,2025-11-15 07:37:03,2025-11-15 07:38:54,2025-11-15 07:37:25,2025-11-15 07:39:20,True,True,True,True,True,162.0,111.0,122.0,162.0,23457.6,1402.92,22054.68
S0001857,U001467,2025-12-19 04:30:04,web,paid_social,C036,nan,0,,,2025-12-19 04:31:27,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001858,U001574,2025-11-02 11:12:15,mobile,organic,C015,nan,0,2025-11-02 11:17:11,,2025-11-02 11:13:49,,2025-11-02 11:15:36,,True,True,False,False,False,296.0,296.0,,,0.0,0.0,0.0
S0001859,U001437,2026-01-06 20:26:26,mobile,organic,C015,nan,0,,,2026-01-06 20:27:12,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001860,U001809,2025-12-12 07:41:38,web,organic,C011,b,0,,,2025-12-12 07:42:45,,2025-12-12 07:43:26,,True,False,False,False,False,108.0,,,,0.0,0.0,0.0
S0001861,,2025-10-31 11:25:25,mobile,organic,C021,nan,0,,,2025-10-31 11:26:12,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001862,,2025-12-23 18:11:45,web,search,C039,nan,0,,,2025-12-23 18:12:24,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0001863,U001075,2025-11-29 05:46:45,mobile,paid_social,C010,nan,0,,,2025-11-29 05:47:45,,2025-11-29 05:48:29,,True,False,False,False,False,104.0,,,,0.0,0.0,0.0
